record_number,federal_provider_number,provider_name,provider_address,provider_city,provider_state,provider_zip_code,provider_phone_number,provider_ssa_county_code,provider_county_name,ownership_type,number_of_certified_beds,average_number_of_residents_per_day,average_number_of_residents_per_day_footnote,provider_type,provider_resides_in_hospital,legal_business_name,date_first_approved_to_provide_medicare_and_medicaid_services,continuing_care_retirement_community,special_focus_status,abuse_icon,most_recent_health_inspection_more_than_2_years_ago,provider_changed_ownership_in_last_12_months,with_a_resident_and_family_council,automatic_sprinkler_systems_in_all_required_areas,overall_rating,overall_rating_footnote,health_inspection_rating,health_inspection_rating_footnote,qm_rating,qm_rating_footnote,longstay_qm_rating,longstay_qm_rating_footnote,shortstay_qm_rating,shortstay_qm_rating_footnote,staffing_rating,staffing_rating_footnote,rn_staffing_rating,rn_staffing_rating_footnote,reported_staffing_footnote,physical_therapist_staffing_footnote,reported_nurse_aide_staffing_hours_per_resident_per_day,reported_lpn_staffing_hours_per_resident_per_day,reported_rn_staffing_hours_per_resident_per_day,reported_licensed_staffing_hours_per_resident_per_day,reported_total_nurse_staffing_hours_per_resident_per_day,reported_physical_therapist_staffing_hours_per_resident_per_day,casemix_nurse_aide_staffing_hours_per_resident_per_day,casemix_lpn_staffing_hours_per_resident_per_day,casemix_rn_staffing_hours_per_resident_per_day,casemix_total_nurse_staffing_hours_per_resident_per_day,adjusted_nurse_aide_staffing_hours_per_resident_per_day,adjusted_lpn_staffing_hours_per_resident_per_day,adjusted_rn_staffing_hours_per_resident_per_day,adjusted_total_nurse_staffing_hours_per_resident_per_day,rating_cycle_1_standard_survey_health_date,rating_cycle_1_total_number_of_health_deficiencies,rating_cycle_1_number_of_standard_health_deficiencies,rating_cycle_1_number_of_complaint_health_deficiencies,rating_cycle_1_health_deficiency_score,rating_cycle_1_number_of_health_revisits,rating_cycle_1_health_revisit_score,rating_cycle_1_total_health_score,rating_cycle_2_standard_health_survey_date,rating_cycle_2_total_number_of_health_deficiencies,rating_cycle_2_number_of_standard_health_deficiencies,rating_cycle_2_number_of_complaint_health_deficiencies,rating_cycle_2_health_deficiency_score,rating_cycle_2_number_of_health_revisits,rating_cycle_2_health_revisit_score,rating_cycle_2_total_health_score,rating_cycle_3_standard_health_survey_date,rating_cycle_3_total_number_of_health_deficiencies,rating_cycle_3_number_of_standard_health_deficiencies,rating_cycle_3_number_of_complaint_health_deficiencies,rating_cycle_3_health_deficiency_score,rating_cycle_3_number_of_health_revisits,rating_cycle_3_health_revisit_score,rating_cycle_3_total_health_score,total_weighted_health_survey_score,number_of_facility_reported_incidents,number_of_substantiated_complaints,number_of_citations_from_infection_control_inspections,number_of_fines,total_amount_of_fines_in_dollars,number_of_payment_denials,total_number_of_penalties,location,processing_date,County,County_Code,FIPS,nurse_aide_hours_per_week,lpn_hours_per_week,rn_hours_per_week,physical_therapist_hours_per_week,total_staff_hours_per_week
46981,345362,BRIAN CENTER HEALTH & RETIREMENT/CABARRUS,250 BISHOP LANE,CONCORD,NC,28025,7047886400,120,Cabarrus,For profit - Corporation,90,76.7,,Medicare and Medicaid,N,SSC CONCORD OPERATING COMPANY LLC,1991-04-30,N,,N,N,N,Resident,Yes,3,,2,,5,,5,,5,,3,,3,,,,1.86336,1.02586,0.6976,1.72346,3.58682,0.20809,2.03427,0.80581,0.41225,3.25233,1.88368,0.94372,0.64571,3.50631,2021-05-13,11,11,0,68,1,0,68,2019-03-28,1,1,1,0,0,0,0,2018-04-19,3,3,0,12,1,0,12,36.000,0,0,0,2,71897,0,2,"250 BISHOP LANE,CONCORD,NC,28025",2021-10-01,Cabarrus,25,37025,1000,551,375,112,2038
46986,345363,"COMPASS HEALTHCARE AND REHAB HAWFIELDS, INC",2502 S NC 119,MEBANE,NC,27302,3365784701,000,Alamance,Non profit - Corporation,117,74.2,,Medicare and Medicaid,N,COMPASS HEALTHCARE AND REHAB HAWFIELDS INC,1991-04-23,N,,Y,N,N,Resident,Yes,1,,1,,2,,2,,3,,1,12,1,12,,,2.08353,0.82631,0.2962,1.12251,3.20605,0.0424,2.05622,0.75289,0.38575,3.19486,2.08377,0.81358,0.29301,3.19046,2019-11-08,4,3,2,165,1,0,165,2018-10-25,6,5,1,32,1,0,32,2017-09-21,7,6,1,56,1,0,56,102.500,1,2,0,4,126049,0,4,"2502 S NC 119,MEBANE,NC,27302",2021-10-01,Alamance,1,37001,1082,429,154,22,1687
46991,345365,SIGNATURE HEALTHCARE OF KINSTON,907 CUNNINGHAM ROAD,KINSTON,NC,28501,2525275146,530,Lenoir,For profit - Corporation,106,83.8,,Medicare and Medicaid,N,LP KINSTON LLC,1991-05-02,N,,N,N,N,Resident,Yes,4,,4,,2,,3,,1,,2,,2,,,,1.71126,0.64273,0.46525,1.10797,2.81924,0.07243,2.10056,0.78824,0.37747,3.26627,1.67533,0.60444,0.47032,2.74419,2020-02-27,4,1,0,24,1,0,24,2019-03-29,2,1,0,8,1,0,8,2018-02-22,3,3,0,8,1,0,8,16.000,2,1,4,1,5000,0,1,"907 CUNNINGHAM ROAD,KINSTON,NC,28501",2021-10-01,Lenoir,107,37107,1004,377,273,42,1696
46996,345366,GREENDALE FOREST NURSING AND REHABILITATION CENTER,1304 SE SECOND STREET,SNOW HILL,NC,28580,2527478126,390,Greene,For profit - Corporation,115,85.0,,Medicare and Medicaid,N,"RIVER NEUSE GROUP, LLC",1991-05-13,N,,N,N,N,Resident,Yes,3,,3,,4,,5,,3,,2,,2,,,,1.95697,0.99455,0.4473,1.44184,3.39881,0.05712,2.00299,0.77311,0.37565,3.15175,2.00920,0.95361,0.45436,3.42855,2021-05-20,9,3,6,44,1,0,44,2019-10-04,4,4,0,16,1,0,16,2018-10-10,4,4,0,28,1,0,28,32.000,0,4,2,2,28136,0,2,"1304 SE SECOND STREET,SNOW HILL,NC,28580",2021-10-01,Greene,79,37079,1164,592,266,34,2056
47001,345367,GOLDEN YEARS NURSING HOME,7348 NORTH WEST STREET,FALCON,NC,28342,9109801271,250,Cumberland,For profit - Corporation,58,45.8,,Medicare and Medicaid,N,"LIBERTY HEALTHCARE GROUP, LLC",1991-05-03,N,,N,N,N,Resident,Yes,3,,4,,1,,1,,,2,2,,2,,,,1.55321,0.89162,0.31095,1.20257,2.75578,0.0398,2.37599,0.71375,0.34094,3.43068,1.34433,0.92602,0.34802,2.55387,2020-03-04,0,0,0,0,0,0,0,2019-04-04,4,4,0,20,1,0,20,2018-05-18,3,3,0,12,1,0,12,8.667,0,0,0,0,0,0,0,"7348 NORTH WEST STREET,FALCON,NC,28342",2021-10-01,Cumberland,51,37051,498,286,100,13,897
47006,345369,REX REHAB & NSG CARE CENTER,4210 LAKE BOONE TRAIL,RALEIGH,NC,27607,9197846600,910,Wake,Non profit - Corporation,120,98.3,,Medicare and Medicaid,N,REX HOSPITAL INC,1991-05-21,N,,N,Y,N,Both,Yes,4,,5,,3,,3,,3,,1,12,1,12,,,1.39687,0.71778,0.68351,1.40129,2.79815,0.0,2.06976,0.74207,0.37180,3.18364,1.38789,0.71702,0.70149,2.79437,2019-06-06,1,1,0,4,1,0,4,2018-07-19,2,2,0,12,1,0,12,2017-06-21,0,0,0,0,0,0,0,6.000,0,0,0,0,0,0,0,"4210 LAKE BOONE TRAIL,RALEIGH,NC,27607",2021-10-01,Wake,183,37183,961,494,470,0,1925
47011,345370,PINEHURST HEALTHCARE & REHABILITATION CENTER,300 BLAKE BOULEVARD,PINEHURST,NC,28374,9102956158,620,Moore,For profit - Corporation,144,97.6,,Medicare and Medicaid,N,"LIBERTY HEALTHCARE GROUP, LLC",1991-05-01,N,,N,N,N,Resident,Yes,1,,1,,2,,1,,3,,2,,3,,,,1.5737,0.58741,0.39639,0.98380,2.55749,0.0,1.87596,0.67811,0.29787,2.85194,1.72511,0.64214,0.50779,2.85108,2020-01-09,19,15,3,76,1,0,76,2018-12-20,15,15,0,144,1,0,144,2017-11-16,19,15,4,104,1,0,104,103.333,0,4,1,5,316471,0,5,"300 BLAKE BOULEVARD,PINEHURST,NC,28374",2021-10-01,Moore,125,37125,1075,401,271,0,1747
47016,345371,PRUITTHEALTH-TRENT,836 HOSPITAL DRIVE,NEW BERN,NC,28560,2526386001,240,Craven,For profit - Corporation,116,99.8,,Medicare and Medicaid,N,PRUITTHEALTH -TRENT LLC,1991-05-17,N,,N,Y,N,Resident,Yes,3,,2,,5,,5,,5,,3,,3,,,,1.71955,0.73291,0.59045,1.32336,3.04291,0.04362,1.85796,0.67854,0.32252,2.85901,1.90326,0.80068,0.69859,3.38382,2019-06-28,10,9,5,40,1,0,40,2018-07-26,8,5,3,40,1,0,40,2017-08-03,1,1,0,4,1,0,4,34.000,0,9,0,0,0,0,0,"836 HOSPITAL DRIVE,NEW BERN,NC,28560",2021-10-01,Craven,49,37049,1201,512,412,30,2155
47021,345372,WILSON PINES NURSING AND REHABILITATION CENTER,403 CRESTVIEW AVENUE,WILSON,NC,27893,2522370724,970,Wilson,For profit - Corporation,95,79.9,,Medicare and Medicaid,N,"SPRUCE LTC GROUP, LLC",1991-05-23,N,,N,N,N,Resident,Yes,5,,5,,2,,3,,1,,2,,2,,,,1.99634,1.07288,0.52194,1.59482,3.59116,0.05332,2.00301,0.79319,0.41919,3.21538,2.04961,1.00267,0.47512,3.55089,2019-11-07,1,1,0,4,1,0,4,2018-11-02,0,0,0,0,0,0,0,2017-12-01,2,1,1,8,1,0,8,3.333,0,0,0,0,0,0,0,"403 CRESTVIEW AVENUE,WILSON,NC,27893",2021-10-01,Wilson,195,37195,1117,600,292,30,2039
47026,345373,LIBERTY COMMONS NRSG & REHAB CNTR OF SOUTHPORT LLC,630 FODALE AVENUE,SOUTHPORT,NC,28461,9104579581,090,Brunswick,For profit - Corporation,99,59.8,,Medicare and Medicaid,N,"LIBERTY HEALTHCARE GROUP, LLC",1991-05-31,N,,N,N,N,Resident,Yes,2,,2,,4,,5,,3,,2,,2,,,,1.64012,1.19058,0.32125,1.51183,3.15195,0.07476,2.01685,0.72074,0.33595,3.07354,1.67232,1.22452,0.36489,3.26043,2021-07-30,6,4,5,32,1,0,32,2020-01-09,5,3,2,36,1,0,36,2018-12-12,3,3,0,107,1,0,107,45.833,0,3,0,1,8128,0,1,"630 FODALE AVENUE,SOUTHPORT,NC,28461",2021-10-01,Brunswick,19,37019,687,498,134,31,1350
47031,345375,ACCORDIUS HEALTH AT SCOTLAND MANOR,920 JR HIGH SCHOOL ROAD,SCOTLAND NECK,NC,27874,2528265146,410,Halifax,For profit - Corporation,62,43.3,,Medicare and Medicaid,N,"ACCORDIUS HEALTH AT SCOTLAND MANOR, LLC",1991-06-12,N,,N,Y,N,Resident,Yes,4,,3,,5,,5,,4,,3,,3,,,,2.10257,0.51592,0.68235,1.19828,3.30085,0.02336,1.97988,0.79508,0.40648,3.18144,2.18390,0.48102,0.64056,3.29866,2019-06-27,3,3,0,12,1,0,12,2018-06-07,5,5,0,20,1,0,20,2017-06-15,6,6,0,36,1,0,36,18.667,0,0,0,0,0,0,0,"920 JR HIGH SCHOOL ROAD,SCOTLAND NECK,NC,27874",2021-10-01,Halifax,83,37083,637,156,207,7,1007
47036,345376,THE CARROLTON OF FAYETTEVILLE,2461 LEGION ROAD,FAYETTEVILLE,NC,28306,9104249417,250,Cumberland,For profit - Individual,120,,10,Medicare and Medicaid,N,"THE CARROLTON OF FAYETTEVILLE, LLC",1991-06-13,N,,Y,Y,N,Resident,Yes,1,,1,,,2,,2,,2,,2,,2,6,6,,,,,,,,,,,,,,,2018-07-03,11,11,0,238,1,0,238,2017-07-21,5,5,0,36,2,18,54,2016-10-06,1,1,0,4,1,0,4,137.667,0,0,,1,193807,0,1,"2461 LEGION ROAD,FAYETTEVILLE,NC,28306",2021-10-01,Cumberland,51,37051,1065,456,270,36,1827
47041,345377,EAST CAROLINA REHAB AND WELLNESS,2575 W 5TH STREET,GREENVILLE,NC,27834,2528309100,730,Pitt,Non profit - Corporation,130,71.5,,Medicare and Medicaid,N,EAST CAROLINA REHAB AND WELLNESS LLC,1991-06-25,N,,N,N,N,Resident,Yes,1,,1,,1,,1,,1,,1,12,1,12,,,1.7826,1.01526,0.37424,1.38950,3.17210,0.07485,1.93068,0.75111,0.37133,3.05312,1.89873,1.00197,0.38458,3.30322,2021-04-13,22,21,22,175,2,88,263,2020-02-07,15,11,5,48,1,0,48,2019-03-28,4,4,0,16,1,0,16,150.167,0,22,1,1,655,0,1,"2575 W 5TH STREET,GREENVILLE,NC,27834",2021-10-01,Pitt,147,37147,892,508,187,37,1624
47046,345378,PRUITTHEALTH-ROCKINGHAM,804 SOUTH LONG DRIVE,ROCKINGHAM,NC,28379,9109974493,760,Richmond,For profit - Corporation,120,70.6,,Medicare and Medicaid,N,PRUITTHEALTH - ROCKINGHAM LLC,1991-06-21,N,SFF Candidate,N,N,N,Resident,Yes,1,,1,,4,,2,,5,,2,,3,,,,1.7009,0.47766,0.62707,1.10473,2.80563,0.07589,1.85822,0.72260,0.34457,2.92539,1.88235,0.49002,0.69443,3.04917,2021-03-26,16,16,3,209,2,105,314,2019-08-29,8,8,0,40,1,0,40,2018-06-21,24,16,8,254,1,0,254,212.667,2,6,0,2,282953,1,3,"804 SOUTH LONG DRIVE,ROCKINGHAM,NC,28379",2021-10-01,Richmond,153,37153,841,236,310,38,1425
47051,345380,VILLAGE GREEN HEALTH AND REHABILITATION,1601 PURDUE DRIVE,FAYETTEVILLE,NC,28304,9104865000,250,Cumberland,For profit - Corporation,170,94.4,,Medicare and Medicaid,N,VILLAGE GREEN HEALTH AND REHABILITATION LLC,1991-07-10,N,,N,N,N,Resident,Yes,3,,3,,4,,4,,5,,2,,1,,,,2.8192,1.44776,0.34577,1.79352,4.61272,0.11721,2.05688,0.81616,0.48607,3.35912,2.81861,1.31494,0.27144,4.36584,2021-04-30,6,2,5,36,1,0,36,2019-05-11,8,6,3,32,1,0,32,2018-06-15,2,1,1,8,1,0,8,30.000,1,9,6,0,0,0,0,"1601 PURDUE DRIVE,FAYETTEVILLE,NC,28304",2021-10-01,Cumberland,51,37051,1863,957,228,77,3125
47056,345381,VILLAGE CARE OF KING,440 INGRAM ROAD,KING,NC,27021,3369834900,840,Stokes,For profit - Limited Liability company,96,72.7,,Medicare and Medicaid,N,VILLAGE CARE OF KING LLC,1991-07-11,N,,N,N,N,Both,Yes,4,,4,,3,,2,,5,,3,,3,,,,2.30106,1.07846,0.55801,1.63647,3.93753,0.14074,2.23353,0.74170,0.34683,3.32206,2.11864,1.07786,0.61393,3.76836,2020-03-12,1,0,0,4,0,0,4,2019-03-26,7,7,0,28,1,0,28,2018-02-28,5,5,0,20,1,0,20,14.667,0,0,1,1,650,0,1,"440 INGRAM ROAD,KING,NC,27021",2021-10-01,Stokes,169,37169,1171,549,284,72,2076
47061,345383,SCOTTISH PINES REHABILITATION AND NURSING CENTER,620 JOHNS ROAD,LAURINBURG,NC,28352,9103614000,820,Scotland,For profit - Corporation,149,96.1,,Medicare and Medicaid,N,"CENTURY CARE OF LAURINBURG, INC",1991-07-03,N,,N,N,N,Both,Yes,2,,3,,2,,1,,4,,1,,1,,,,2.52305,1.3881,0.21433,1.60243,4.12548,0.07545,2.33522,0.88834,0.53397,3.75753,2.22187,1.15831,0.15317,3.49066,2020-02-15,4,4,0,28,1,0,28,2019-03-28,1,1,0,16,1,0,16,2018-03-15,2,1,1,40,0,0,40,26.000,0,0,0,2,41246,0,2,"620 JOHNS ROAD,LAURINBURG,NC,28352",2021-10-01,Scotland,165,37165,1697,934,144,51,2826
47066,345384,PRUITTHEATH-FARMVILLE,4351 SOUTH MAIN STREET,FARMVILLE,NC,27828,2527535547,730,Pitt,For profit - Corporation,56,49.3,,Medicare and Medicaid,N,PRUITTHEALTH-FARMVILLE LLC,1991-07-03,N,,N,Y,N,Resident,Yes,2,,2,,4,,4,,3,,2,,3,,,,1.61115,0.7607,0.53402,1.29472,2.90588,0.11403,2.01659,0.73999,0.37773,3.13432,1.64300,0.76203,0.53947,2.94761,2019-08-16,9,4,3,44,1,0,44,2018-08-03,8,8,0,40,1,0,40,2017-06-09,7,7,0,36,1,0,36,41.333,0,1,2,0,0,0,0,"4351 SOUTH MAIN STREET,FARMVILLE,NC,27828",2021-10-01,Pitt,147,37147,556,263,184,39,1042
47071,345385,CARDINAL HEALTHCARE AND REHAB,931 N ASPEN STREET,LINCOLNTON,NC,28092,7047327055,540,Lincoln,For profit - Corporation,63,48.2,,Medicare and Medicaid,N,"CARDINAL NORTH CAROLINA HEALTHCARE, LLC",1991-06-24,N,,N,Y,N,Resident,Yes,1,,1,,4,,4,,4,,3,,3,,,,1.92458,0.68885,0.55108,1.23993,3.16451,0.043,1.92551,0.78005,0.40328,3.10885,2.05546,0.65461,0.52143,3.23625,2019-09-11,5,4,3,20,1,0,20,2018-08-30,12,2,10,231,1,0,231,2017-07-27,6,6,0,28,1,0,28,91.667,0,21,3,1,84292,1,2,"931 N ASPEN STREET,LINCOLNTON,NC,28092",2021-10-01,Lincoln,109,37109,649,232,186,15,1082
47076,345386,WILKES REGIONAL MEDICAL CTR SN,1370 WEST D STREET,NORTH WILKESBORO,NC,28659,3366518100,960,Wilkes,Non profit - Other,10,8.0,,Medicare and Medicaid,Y,Legal Business Name Not Available,1991-07-09,N,,N,N,N,None,Yes,5,,5,,5,,,2,5,,5,,5,,,,2.80014,0.47117,4.1071,4.57828,7.37842,0.11366,1.80795,0.91781,0.49653,3.22228,3.18503,0.38055,3.15636,7.28006,2021-07-07,2,2,0,8,1,0,8,2019-06-27,1,1,0,4,1,0,4,2018-05-09,0,0,0,0,0,0,0,5.333,0,0,0,2,1625,0,2,"1370 WEST D STREET,NORTH WILKESBORO,NC,28659",2021-10-01,Wilkes,193,37193,157,26,230,6,419
47081,345388,HUNTER WOODS NURSING AND REHAB,620 TOM HUNTER ROAD,CHARLOTTE,NC,28213,7045985136,590,Mecklenburg,For profit - Corporation,120,77.1,,Medicare and Medicaid,N,"HUNTER WOODS HEALTHCARE, LLC",1991-06-26,N,,N,Y,N,Resident,Yes,2,,2,,3,,5,,2,,3,,3,,,,1.9874,0.82602,0.50633,1.33235,3.31975,0.00618,1.84055,0.74387,0.35760,2.94203,2.22053,0.82315,0.54028,3.58751,2019-08-23,4,4,1,24,1,0,24,2018-08-31,10,10,0,56,1,0,56,2017-12-08,6,6,0,36,1,0,36,36.667,0,1,0,0,0,0,0,"620 TOM HUNTER ROAD,CHARLOTTE,NC,28213",2021-10-01,Mecklenburg,119,37119,1073,446,273,3,1795
47086,345389,THE LAURELS OF FOREST GLENN,1101 HARTWELL STREET,GARNER,NC,27529,9197728888,910,Wake,For profit - Corporation,120,98.5,,Medicare and Medicaid,N,"OAK HEALTH CARE INVESTORS OF NORTH CAROLINA, INC",1991-06-28,N,,N,N,N,Both,Yes,2,,2,,3,,3,,4,,3,,3,,,,2.18206,0.87647,0.52092,1.39739,3.57945,0.17383,2.19267,0.73720,0.36503,3.29490,2.04651,0.88132,0.54455,3.45390,2021-06-21,8,3,7,44,1,0,44,2019-03-15,9,4,4,52,1,0,52,2018-01-16,12,12,0,52,1,0,52,48.000,1,14,3,2,16250,0,2,"1101 HARTWELL STREET,GARNER,NC,27529",2021-10-01,Wake,183,37183,1505,604,359,120,2588
47091,345390,COUNTRYSIDE,7700 US 158 EAST,STOKESDALE,NC,27357,3366436301,400,Guilford,For profit - Limited Liability company,60,55.7,,Medicare and Medicaid,N,COMPASS HEALTHCARE AND REHAB GUILFORD LLC,1991-07-22,Y,,N,Y,N,Resident,Yes,2,,3,,3,,2,,4,,1,,1,,,,2.1476,0.98104,0.28534,1.26638,3.41399,0.08352,1.98753,0.73912,0.37396,3.10062,2.22208,0.98391,0.29116,3.50065,2019-03-27,5,2,2,24,1,0,24,2018-04-25,4,3,0,20,1,0,20,2017-03-02,2,2,0,28,1,0,28,23.333,0,0,2,3,32133,0,3,"7700 US 158 EAST,STOKESDALE,NC,27357",2021-10-01,Guilford,81,37081,837,383,111,33,1364
47096,345391,HEARTLAND LIVING & REHAB AT THE MOSES H CONE MEM H,1131 NORTH CHURCH STREET,GREENSBORO,NC,27401,3363585100,400,Guilford,For profit - Corporation,107,80.4,,Medicare and Medicaid,N,"HEARTLAND OF GREENSBORO, INC",1991-07-11,N,,N,N,N,Resident,Yes,2,,2,,3,,3,,2,,2,,2,,,,2.5619,0.90274,0.42659,1.32933,3.89123,0.06511,2.08949,0.82657,0.47493,3.39100,2.52140,0.80959,0.34275,3.64834,2021-03-19,3,2,1,12,1,0,12,2019-04-12,6,6,0,24,1,0,24,2018-01-12,8,3,5,127,1,0,127,35.167,0,3,0,1,59580,0,1,"1131 NORTH CHURCH STREET,GREENSBORO,NC,27401",2021-10-01,Guilford,81,37081,1442,508,240,37,2227
47101,345392,WADESBORO HEALTH & REHAB CENTER,2051 COUNTRY CLUB ROAD,WADESBORO,NC,28170,7046944106,030,Anson,For profit - Corporation,66,54.2,,Medicare and Medicaid,N,WADESBORO HEALTH & REHAB CENTER LLC,1991-07-12,N,,N,Y,N,Both,Yes,3,,3,,4,,3,,4,,2,,2,,,,1.55628,0.80141,0.536,1.33741,2.89368,0.08994,2.08419,0.79778,0.41410,3.29606,1.53557,0.74466,0.49391,2.79120,2019-06-27,8,8,1,40,1,0,40,2018-04-05,6,6,0,28,1,0,28,2017-03-16,10,10,0,32,1,0,32,34.667,0,1,0,0,0,0,0,"2051 COUNTRY CLUB ROAD,WADESBORO,NC,28170",2021-10-01,Anson,7,37007,590,304,203,34,1131
47106,345393,PISGAH MANOR HEALTH CARE CENTER,104 HOLCOMBE COVE ROAD,CANDLER,NC,28715,8286679851,100,Buncombe,For profit - Corporation,118,86.5,,Medicare and Medicaid,N,"LIBERTY HEALTHCARE GROUP, LLC",1991-07-16,Y,,N,N,N,Resident,Yes,5,,4,,5,,4,,5,,3,,4,,,,1.60143,0.54634,0.85922,1.40556,3.00700,0.0685,2.01119,0.73853,0.36489,3.11461,1.63748,0.54838,0.89854,3.06948,2020-01-30,0,0,0,0,0,0,0,2019-02-28,4,4,2,16,1,0,16,2018-01-05,1,1,0,4,1,0,4,6.000,0,0,0,0,0,0,0,"104 HOLCOMBE COVE ROAD,CANDLER,NC,28715",2021-10-01,Buncombe,21,37021,970,331,520,41,1862
47111,345394,BROOK STONE LIVING CENTER,8990 HIGHWAY 17 SOUTH,POLLOCKSVILLE,NC,28573,2522240112,510,Jones,For profit - Corporation,80,37.4,,Medicare and Medicaid,N,"AM HEALTH CARE SERVICES, INC",1991-08-02,N,,N,Y,N,Resident,Yes,3,,4,,3,,4,,3,,1,12,1,12,,,1.73191,1.36802,0.58076,1.94878,3.68069,0.01448,2.04523,0.73729,0.40966,3.19218,1.74142,1.37544,0.54096,3.66587,2019-07-11,6,3,2,24,1,0,24,2018-06-21,0,0,0,0,0,0,0,2017-05-04,4,1,3,16,1,0,16,14.667,0,2,1,1,655,0,1,"8990 HIGHWAY 17 SOUTH,POLLOCKSVILLE,NC,28573",2021-10-01,Jones,103,37103,453,358,152,4,967
47116,345395,PEAK RESOURCES-CHERRYVILLE,7615 DALLAS CHERRYVILLE HIGHWAY,CHERRYVILLE,NC,28021,7044356029,350,Gaston,For profit - Corporation,54,62.6,,Medicare and Medicaid,N,"CENTURY CARE OF CHERRYVILLE, INC",1991-08-01,N,,N,Y,N,Resident,Yes,4,,4,,4,,4,,5,,3,,3,,,,2.53694,1.20543,0.52334,1.72876,4.26570,0.07527,2.11157,0.71613,0.34090,3.16860,2.47072,1.24776,0.58580,4.28014,2019-06-05,1,0,0,4,0,0,4,2018-06-01,7,7,0,32,1,0,32,2017-06-15,6,6,0,20,1,0,20,16.000,0,1,1,0,0,0,0,"7615 DALLAS CHERRYVILLE HIGHWAY,CHERRYVILLE,NC,28021",2021-10-01,Gaston,71,37071,1112,528,229,33,1902
47121,345396,SMOKY MOUNTAIN HEALTH AND REHABILITATION CENTER,1349 CRABTREE ROAD,WAYNESVILLE,NC,28785,8284549260,430,Haywood,For profit - Individual,50,35.3,,Medicare and Medicaid,N,"SNOWSHOE LTC GROUP, LLC",1991-08-26,N,,N,N,N,Resident,Yes,4,,4,,4,,3,,5,,4,,5,,,,1.52358,0.34404,1.39388,1.73792,3.26151,0.04731,1.88189,0.84532,0.46108,3.18829,1.66491,0.30170,1.15356,3.25234,2019-11-20,2,2,2,12,1,0,12,2018-11-02,4,4,4,16,1,0,16,2017-09-07,1,1,0,4,1,0,4,12.000,0,2,0,0,0,0,0,"1349 CRABTREE ROAD,WAYNESVILLE,NC,28785",2021-10-01,Haywood,87,37087,376,85,344,12,817
47126,345397,SHORELAND HLTH CARE & RETIREME,200 FLOWER-PRIDGEN DRIVE,WHITEVILLE,NC,28472,9106424300,230,Columbus,For profit - Corporation,89,52.3,,Medicare and Medicaid,N,SHORELAND HEALTHCARE & RETIREMENT CENTER INC,1991-09-10,N,,N,N,N,Resident,Yes,5,,5,,4,,5,,4,,2,,2,,,,2.02307,0.56605,0.4184,0.98445,3.00752,0.04279,2.18290,0.78765,0.42230,3.39284,1.90589,0.53273,0.37806,2.81825,2021-03-12,2,2,0,8,1,0,8,2018-12-06,1,1,0,0,1,0,0,2018-01-19,1,0,1,4,0,0,4,4.667,0,1,0,0,0,0,0,"200 FLOWER-PRIDGEN DRIVE,WHITEVILLE,NC,28472",2021-10-01,Columbus,47,37047,741,207,153,16,1117
47131,345400,SKYLAND CARE CENTER,193 ASHEVILLE HIGHWAY,SYLVA,NC,28779,8285868935,490,Jackson,For profit - Corporation,94,82.0,,Medicare and Medicaid,N,"BT2, INC.",1991-09-03,N,,N,Y,N,Both,Yes,5,,5,,4,,4,,4,,4,,4,,,,2.87721,0.42856,1.11947,1.54803,4.42524,0.06687,2.15246,0.84685,0.45449,3.45379,2.74889,0.37514,0.93990,4.07358,2019-06-06,0,0,0,0,0,0,0,2018-06-01,1,1,0,4,1,0,4,2017-03-30,2,2,0,16,1,0,16,4.000,0,0,0,0,0,0,0,"193 ASHEVILLE HIGHWAY,SYLVA,NC,28779",2021-10-01,Jackson,99,37099,1652,246,643,38,2579
47136,345401,WILKESBORO HEALTH AND REHABILITATION,204 OLD BRICKYARD ROAD,NORTH WILKESBORO,NC,28659,3366672020,960,Wilkes,For profit - Corporation,111,102.4,,Medicare and Medicaid,N,WILKESBORO HEALTH AND REHABILITATION LLC,1991-09-12,N,,N,N,N,Resident,Yes,5,,4,,5,,4,,5,,2,,3,,,,2.37927,0.31377,0.74782,1.06159,3.44087,0.07831,2.26914,0.90152,0.52542,3.69608,2.15627,0.25800,0.54310,2.95980,2020-01-29,2,0,1,12,0,0,12,2019-02-14,0,0,0,0,0,0,0,2018-02-17,6,6,0,40,1,0,40,12.667,0,1,2,2,16877,0,2,"204 OLD BRICKYARD ROAD,NORTH WILKESBORO,NC,28659",2021-10-01,Wilkes,193,37193,1705,225,536,56,2522
47141,345403,CARY HEALTH AND REHABILITATION,6590 TRYON ROAD,CARY,NC,27518,9198518000,910,Wake,For profit - Corporation,120,95.7,,Medicare and Medicaid,N,"CARY HEALTHCARE, LLC",1991-09-24,N,,N,N,N,Resident,Yes,2,,2,,3,,3,,4,,2,,2,,,,1.51852,0.70732,0.34406,1.05138,2.56990,0.05717,1.96366,0.75718,0.38083,3.10168,1.59028,0.69247,0.34474,2.63423,2021-07-09,9,3,6,82,1,0,82,2019-11-06,6,6,3,24,1,0,24,2019-01-11,14,5,9,60,1,0,60,59.000,0,18,2,2,174582,0,2,"6590 TRYON ROAD,CARY,NC,27518",2021-10-01,Wake,183,37183,1017,474,230,38,1759
